DBID	locus	strain	gene_name	gene_name2	proteins_molecular_weight	protein_length
S000003738	YJL202C	S. cerevisiae			12945.3	115
S000003739	YJL203W	S. cerevisiae	PRP21	Pre-mRNA Processing	33053.8	280
S000003740	YJL204C	S. cerevisiae	RCY1	ReCYcling	97462.1	840
S000003741	YJL206C	S. cerevisiae			86668.9	758
S000003742	YJL205C	S. cerevisiae	NCE101	NonClassical Export	6340.6	53
S000003743	YJL207C	S. cerevisiae	LAA1	Large AP-1 Accessory	229859.7	2014
S000003744	YJL208C	S. cerevisiae	NUC1	NUClease	37216.9	329
S000003745	YJL209W	S. cerevisiae	CBP1	Cytochrome B mRNA Processing	76207.7	654
S000003746	YJL210W	S. cerevisiae	PEX2	PEroXin	30764	271
S000003747	YJL211C	S. cerevisiae			16825.7	147
S000003748	YJL212C	S. cerevisiae	OPT1	OligoPeptide Transporter	91630.2	799
S000003749	YJL213W	S. cerevisiae			35904.8	331
S000003750	YJL214W	S. cerevisiae	HXT8	HeXose Transporter	63486	569
S000003751	YJL215C	S. cerevisiae			13867.2	119
S000003752	YJL216C	S. cerevisiae	IMA5	IsoMAltase	67538.3	581
S000003753	YJL217W	S. cerevisiae	REE1	REgulation of Enolase	21963.9	198
S000003754	YJL218W	S. cerevisiae			21474.7	196
S000003755	YJL219W	S. cerevisiae	HXT9	HeXose Transporter	62863.3	567
S000003756	YJL220W	S. cerevisiae			16978.5	150
S000003757	YJL221C	S. cerevisiae	IMA4	IsoMAltase	68681.1	589
S000003758	YJL222W	S. cerevisiae	VTH2	Vps Ten Homolog	174351.1	1549
S000003759	YJL223C	S. cerevisiae	PAU1	seriPAUperin family	12862.7	120
S000003760	YJL225C	S. cerevisiae			197568.1	1758
S000003761	YJR001W	S. cerevisiae	AVT1	Amino acid Vacuolar Transport	65351.8	602
S000003762	YJR002W	S. cerevisiae	MPP10	M Phase Phosphoproteins	66896.9	593
S000003763	YJR003C	S. cerevisiae	MRX12	Mitochondrial oRganization of gene eXpression (MIOREX)	59755.2	519
S000003764	YJR004C	S. cerevisiae	SAG1	Sexual AGglutination	70307.8	650
S000003765	YJR005W	S. cerevisiae	APL1	clathrin Adaptor Protein complex Large chain	80446.1	700
S000003766	YJR006W	S. cerevisiae	POL31	POLymerase	55276.3	487
S000003767	YJR007W	S. cerevisiae	SUI2	SUppressor of Initiator codon	34703.9	304
S000003768	YJR008W	S. cerevisiae	MHO1	Memo HOmolog	38478.2	338
S000003769	YJR009C	S. cerevisiae	TDH2	Triose-phosphate DeHydrogenase	35845.2	332
S000003770	YJR010C-A	S. cerevisiae	SPC1	Signal Peptidase Complex	10822	94
S000003771	YJR010W	S. cerevisiae	MET3	METhionine requiring	57710.9	511
S000003772	YJR011C	S. cerevisiae			30470.6	261
S000003773	YJR012C	S. cerevisiae			14565.63	132
S000003774	YJR013W	S. cerevisiae	GPI14	GlycosylPhosphatidylInositol anchor biosynthesis	47177.6	403
S000003775	YJR014W	S. cerevisiae	TMA22	Translation Machinery Associated	22500.3	198
S000003776	YJR015W	S. cerevisiae			58116.5	510
S000003777	YJR016C	S. cerevisiae	ILV3	IsoLeucine-plus-Valine requiring	62863.9	585
S000003778	YJR017C	S. cerevisiae	ESS1	ESSential	19408	170
S000003779	YJR018W	S. cerevisiae			13294	120
S000003780	YJR019C	S. cerevisiae	TES1	ThioESterase	40264	349
S000003781	YJR020W	S. cerevisiae			12283.6	110
S000003782	YJR021C	S. cerevisiae	REC107	RECombination	35680.6	314
S000003783	YJR022W	S. cerevisiae	LSM8	Like SM	12385.5	109
S000003784	YJR023C	S. cerevisiae			15292	133
S000003785	YJR024C	S. cerevisiae	MDE1	Methylthioribulose-1-phosphate DEhydratase	27423.1	244
S000003786	YJR025C	S. cerevisiae	BNA1	Biosynthesis of Nicotinic Acid	20229.2	177
S000003791	YJR030C	S. cerevisiae	RBH2	Ran Binding domain Homolog	84288.9	745
S000003792	YJR031C	S. cerevisiae	GEA1	Guanine nucleotide Exchange on ARF	159379.2	1408
S000003793	YJR032W	S. cerevisiae	CPR7	Cyclosporin-sensitive Proline Rotamase	45124.2	393
S000003794	YJR033C	S. cerevisiae	RAV1	Regulator of (H+)-ATPase in Vacuolar membrane	154945.7	1357
S000003795	YJR034W	S. cerevisiae	PET191	PETite colonies	12396.7	108
S000003796	YJR035W	S. cerevisiae	RAD26	RADiation sensitive	124528.1	1085
S000003797	YJR036C	S. cerevisiae	HUL4	Hect Ubiquitin Ligase	103482	892
S000003798	YJR037W	S. cerevisiae			14398.2	127
S000003799	YJR038C	S. cerevisiae			13025.5	120
S000003800	YJR039W	S. cerevisiae	MLO127	Mitochondrially LOcalized protein of 127 kDa	127425.3	1121
S000003801	YJR040W	S. cerevisiae	GEF1	"Glycerol Ethanol, Ferric requiring"	87590.3	779
S000003802	YJR041C	S. cerevisiae	URB2	Unhealthy Ribosome Biogenesis	135099.7	1174
S000003803	YJR042W	S. cerevisiae	NUP85	NUclear Pore	84849.2	744
S000003804	YJR043C	S. cerevisiae	POL32	POLymerase	40314.2	350
S000003805	YJR044C	S. cerevisiae	VPS55	Vacuolar Protein Sorting	15660.6	140
S000003806	YJR045C	S. cerevisiae	SSC1	Stress-Seventy subfamily C	70620.5	654
S000003807	YJR046W	S. cerevisiae	TAH11	Topo-A Hypersensitive	68412.1	604
S000003808	YJR047C	S. cerevisiae	ANB1	ANaeroBically induced	17120.5	157
S000003809	YJR048W	S. cerevisiae	CYC1	CYtochrome C	12190.2	109
S000003810	YJR049C	S. cerevisiae	UTR1	Unidentified TRanscript	59468	530
S000003811	YJR050W	S. cerevisiae	ISY1	Interactor of SYf1p	28032.2	235
S000003812	YJR051W	S. cerevisiae	OSM1	OSMotic sensitivity	55073.8	501
S000003813	YJR052W	S. cerevisiae	RAD7	RADiation sensitive	63765.1	565
S000003814	YJR053W	S. cerevisiae	BFA1	Byr-Four-Alike	66075.2	574
S000003815	YJR054W	S. cerevisiae	KCH1	Potassium (K) regulator of CcH1	57520.2	497
S000003816	YJR055W	S. cerevisiae	HIT1	HIgh Temperature growth	18383.5	164
S000003817	YJR056C	S. cerevisiae			27359.8	236
S000003818	YJR057W	S. cerevisiae	CDC8	Cell Division Cycle	24683.6	216
S000003819	YJR058C	S. cerevisiae	APS2	clathrin Associated Protein complex Small subunit	17365.2	147
S000003820	YJR059W	S. cerevisiae	PTK2	Putative serine/Threonine protein Kinase	91414.7	818
S000003821	YJR060W	S. cerevisiae	CBF1	Centromere Binding Factor	39366.1	351
S000003822	YJR061W	S. cerevisiae	MNN14	MaNNosyltransferase regulator	108416.3	935
S000003823	YJR062C	S. cerevisiae	NTA1	N-Terminal Amidase	51883.3	457
S000003824	YJR063W	S. cerevisiae	RPA12	RNA Polymerase A	13662.8	125
S000003825	YJR064W	S. cerevisiae	CCT5	Chaperonin Containing TCP-1	61900.8	562
S000003826	YJR065C	S. cerevisiae	ARP3	Actin-Related Protein	49535.2	449
S000003827	YJR066W	S. cerevisiae	TOR1	Target Of Rapamycin	281134.4	2470
S000003828	YJR067C	S. cerevisiae	YAE1		16070.2	141
S000003829	YJR068W	S. cerevisiae	RFC2	Replication Factor C	39746	353
S000003830	YJR069C	S. cerevisiae	HAM1	6-n-HydroxylAMinopurine sensitive	22088.2	197
S000003831	YJR070C	S. cerevisiae	LIA1	Ligand of eIF5A	36143	325
S000003832	YJR071W	S. cerevisiae			13987.6	122
S000003833	YJR072C	S. cerevisiae	NPA3	Nucleolar Preribosomal Associated	43179.1	385
S000003834	YJR073C	S. cerevisiae	OPI3	OverProducer of Inositol	23156.6	206
S000003835	YJR074W	S. cerevisiae	MOG1	Multicopy suppressor Of ts Gsp1	24290.5	218
S000003836	YJR075W	S. cerevisiae	HOC1	Homologous to OCh1	46298.4	396
S000003837	YJR076C	S. cerevisiae	CDC11	Cell Division Cycle	47626.9	415
S000003838	YJR077C	S. cerevisiae	MIR1	Mitochondrial Import Receptor	32821.4	311
S000003839	YJR078W	S. cerevisiae	BNA2	Biosynthesis of Nicotinic Acid	50779	453
S000003840	YJR079W	S. cerevisiae			12589.5	109
S000003841	YJR080C	S. cerevisiae	AIM24	Altered Inheritance rate of Mitochondria	44447.4	394
S000003842	YJR082C	S. cerevisiae	EAF6	Esa1p-Associated Factor	12889.8	113
S000003843	YJR083C	S. cerevisiae	ACF4	Assembly Complementing Factor	35523.2	309
S000003844	YJR084W	S. cerevisiae			49498.1	423
S000003845	YJR085C	S. cerevisiae	TMH11	TMem14 Homolog of 11 kDa	11254.3	105
S000003846	YJR086W	S. cerevisiae	STE18	STErile	12632.7	110
S000003847	YJR087W	S. cerevisiae			13152.6	116
S000003848	YJR088C	S. cerevisiae	EMC2	ER Membrane protein Complex	33853.5	292
S000003849	YJR089W	S. cerevisiae	BIR1	Baculoviral IAP Repeat-containing protein	108657.6	954
S000003850	YJR090C	S. cerevisiae	GRR1	Glucose Repression-Resistant	132722.7	1151
S000003851	YJR091C	S. cerevisiae	JSN1	Just Say No	120367.9	1091
S000003852	YJR092W	S. cerevisiae	BUD4	BUD site selection	164382.2	1447
S000003853	YJR093C	S. cerevisiae	FIP1	Factor Interacting with Poly(A) polymerase	35750.2	327
S000003854	YJR094C	S. cerevisiae	IME1	Inducer of MEiosis	41841.6	360
S000003855	YJR094W-A	S. cerevisiae	RPL43B	Ribosomal Protein of the Large subunit	10108.2	92
S000003856	YJR095W	S. cerevisiae	SFC1	Succinate-Fumarate Carrier	35359.8	322
S000003857	YJR096W	S. cerevisiae			32342.4	282
S000003858	YJR097W	S. cerevisiae	JJJ3	J-protein (Type III)	20016.6	172
S000003859	YJR098C	S. cerevisiae			74233.8	656
S000003860	YJR099W	S. cerevisiae	YUH1	Yeast Ubiquitin Hydrolase	26368.4	236
S000003861	YJR100C	S. cerevisiae	AIM25	Altered Inheritance of Mitochondria	37483.1	327
S000003862	YJR101W	S. cerevisiae	RSM26	Ribosomal Small subunit of Mitochondria	30227.8	266
S000003863	YJR102C	S. cerevisiae	VPS25	Vacuolar Protein Sorting	23554.9	202
S000003864	YJR103W	S. cerevisiae	URA8	URAcil requiring	64490.1	578
S000003865	YJR104C	S. cerevisiae	SOD1	SuperOxide Dismutase	15849.8	154
S000003866	YJR105W	S. cerevisiae	ADO1	ADenOsine kinase	36359.5	340
S000003867	YJR106W	S. cerevisiae	ECM27	ExtraCellular Mutant	80653.2	725
S000003868	YJR107W	S. cerevisiae	LIH1	LIpase Homolog	37198.2	328
S000003869	YJR108W	S. cerevisiae	ABM1	Aberrant Microtubules	14193.8	123
S000003870	YJR109C	S. cerevisiae	CPA2	Carbamyl Phosphate synthetase A	123885.1	1118
S000003871	YJR110W	S. cerevisiae	YMR1	Yeast Myotubularin Related	80152.6	688
S000003872	YJR111C	S. cerevisiae	PXP2	PeroXisomal Protein	32212.6	283
S000003873	YJR112W	S. cerevisiae	NNF1	Necessary for Nuclear Function	23624.7	201
S000003874	YJR113C	S. cerevisiae	RSM7	Ribosomal Small subunit of Mitochondria	27828.6	247
S000003875	YJR114W	S. cerevisiae			13966	130
S000003876	YJR115W	S. cerevisiae			19051.1	169
S000003877	YJR116W	S. cerevisiae	TDA4	Topoisomerase I Damage Affected	32024.4	279
S000003878	YJR117W	S. cerevisiae	STE24	STErile	52325.4	453
S000003879	YJR118C	S. cerevisiae	ILM1	Increased Loss of Mitochondrial DNA	23628.7	203
S000003880	YJR119C	S. cerevisiae	JHD2	JmjC domain-containing Histone Demethylase	84971.4	728
S000003881	YJR120W	S. cerevisiae			13420.8	116
S000003882	YJR121W	S. cerevisiae	ATP2	ATP synthase	54785.2	511
S000003883	YJR122W	S. cerevisiae	IBA57	Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins	57056.3	497
S000003884	YJR123W	S. cerevisiae	RPS5	Ribosomal Protein of the Small subunit	25040.9	225
S000003885	YJR124C	S. cerevisiae			49665.4	448
S000003886	YJR125C	S. cerevisiae	ENT3	Epsin N-Terminal homology	45068.5	408
S000003887	YJR126C	S. cerevisiae	VPS70	Vacuolar Protein Sorting	92014.6	811
S000003888	YJR127C	S. cerevisiae	RSF2	ReSpiration Factor	155072	1380
S000003889	YJR128W	S. cerevisiae			13504.1	119
S000003890	YJR129C	S. cerevisiae	EFM3	Elongation Factor Methyltransferase	39010.2	339
S000003891	YJR130C	S. cerevisiae	STR2	Sulfur TRansfer	72341.2	639
S000003892	YJR131W	S. cerevisiae	MNS1		63038.7	549
S000003893	YJR132W	S. cerevisiae	NMD5	Nonsense-Mediated mRNA Decay	119908.5	1048
S000003894	YJR133W	S. cerevisiae	XPT1	Xanthine Phosphoribosyl Transferase	23666.4	209
S000003895	YJR134C	S. cerevisiae	SGM1	Slow growth on Galactose and Mannose	81125.7	707
S000003896	YJR135C	S. cerevisiae	MCM22	MiniChromosome Maintenance	27563.8	239
S000003897	YJR136C	S. cerevisiae	TTI2	Two Tel2-Interacting protein	48646.1	421
S000003898	YJR137C	S. cerevisiae	MET5	METhionine requiring	161180.1	1442
S000003899	YJR138W	S. cerevisiae	IML1	Increased Minichromosome Loss	181972.4	1584
S000003900	YJR139C	S. cerevisiae	HOM6	HOMoserine requiring	38502.4	359
S000003901	YJR140C	S. cerevisiae	HIR3	HIstone Regulation	191653.8	1648
S000003902	YJR141W	S. cerevisiae	IPA1	Important for cleavage and PolyAdenylation	39902.3	347
S000003903	YJR142W	S. cerevisiae			39680.7	342
S000003904	YJR143C	S. cerevisiae	PMT4	Protein O-MannosylTransferase	87959.7	762
S000003905	YJR144W	S. cerevisiae	MGM101	Mitochondrial Genome Maintenance	30105	269
S000003906	YJR145C	S. cerevisiae	RPS4A	Ribosomal Protein of the Small subunit	29432.7	261
S000003907	YJR146W	S. cerevisiae			13179.2	117
S000003908	YJR147W	S. cerevisiae	HMS2	High-copy Mep Suppressor	41200.7	358
S000003909	YJR148W	S. cerevisiae	BAT2	Branched-chain Amino acid Transaminase	41625.1	376
S000003910	YJR149W	S. cerevisiae			45162.5	404
S000003911	YJR150C	S. cerevisiae	DAN1	Delayed ANaerobic	29595.7	298
S000003912	YJR151C	S. cerevisiae	DAN4	Delayed ANaerobic	118314.4	1161
S000003913	YJR152W	S. cerevisiae	DAL5	Degradation of Allantoin	60857.7	543
S000003914	YJR153W	S. cerevisiae	PGU1	PolyGalactUronase	37291.3	361
S000003915	YJR154W	S. cerevisiae			38964.4	346
S000003916	YJR155W	S. cerevisiae	AAD10	Aryl-Alcohol Dehydrogenase	32574.7	288
S000003917	YJR156C	S. cerevisiae	THI11	THIamine metabolism	38634.1	340
S000003918	YJR157W	S. cerevisiae			13944.5	120
S000003919	YJR158W	S. cerevisiae	HXT16	HeXose Transporter	62924.9	567
S000003920	YJR159W	S. cerevisiae	SOR1		38164	357
S000003921	YJR160C	S. cerevisiae	MPH3	Maltose Permease Homolog	67262.5	602
S000003922	YJR161C	S. cerevisiae	COS5	COnserved Sequence	45715	383
S000003923	YJR162C	S. cerevisiae			13390.8	116
S000003924	YLL001W	S. cerevisiae	DNM1	DyNaMin-related	84956.7	757
S000003925	YLL002W	S. cerevisiae	RTT109	Regulator of Ty1 Transposition	50110.4	436
S000003926	YLL003W	S. cerevisiae	SFI1	Suppressor of Fermentation Induced loss of stress resistance	113039.2	946
S000003927	YLL004W	S. cerevisiae	ORC3	Origin Recognition Complex	72056.5	616
S000003928	YLL005C	S. cerevisiae	SPO75	SPOrulation	102216.6	868
S000003929	YLL006W	S. cerevisiae	MMM1	Maintenance of Mitochondrial Morphology	48649.4	426
S000003930	YLL007C	S. cerevisiae	LMO1	eLMO homolog	76612.6	665
S000003931	YLL008W	S. cerevisiae	DRS1	Deficiency of Ribosomal Subunits	84831.1	752
S000003932	YLL009C	S. cerevisiae	COX17	Cytochrome c OXidase	8051.2	69
S000003933	YLL010C	S. cerevisiae	PSR1	Plasma membrane Sodium Response	47911	427
S000003934	YLL011W	S. cerevisiae	SOF1	Suppressor Of Fibrillarin	56806.7	489
S000003935	YLL012W	S. cerevisiae	YEH1	Yeast steryl Ester Hydrolase	66499.4	573
S000003936	YLL013C	S. cerevisiae	PUF3	PUmilio-homology domain Family	98064.9	879
S000003937	YLL014W	S. cerevisiae	EMC6	ER Membrane protein Complex	12401.5	108
S000003938	YLL015W	S. cerevisiae	BPT1	Bile Pigment Transporter	176877.6	1559
S000003941	YLL018C	S. cerevisiae	DPS1		63510.1	557
S000003942	YLL019C	S. cerevisiae	KNS1	Kinase Next to SPA2	83852.9	737
S000003943	YLL020C	S. cerevisiae			11755.1	101
S000003944	YLL021W	S. cerevisiae	SPA2	Spindle Pole Antigen	163085.1	1466
S000003945	YLL022C	S. cerevisiae	HIF1	Hat1 Interacting Factor	43394.4	385
S000003946	YLL023C	S. cerevisiae	POM33	"POre Membrane, 33 kDa"	32204.4	279
S000003947	YLL024C	S. cerevisiae	SSA2	Stress-Seventy subfamily A	69447.5	639
S000003948	YLL025W	S. cerevisiae	PAU17	seriPAUperin	13087.9	124
S000003949	YLL026W	S. cerevisiae	HSP104	Heat Shock Protein	102009.9	908
S000003950	YLL027W	S. cerevisiae	ISA1	Iron Sulfur Assembly	27698.5	250
S000003951	YLL028W	S. cerevisiae	TPO1	Transporter of POlyamines	64269.7	586
S000003952	YLL029W	S. cerevisiae	FRA1	Fe Repressor of Activation	84919.4	749
S000003953	YLL030C	S. cerevisiae	RRT7	Regulator of rDNA Transcription	13362.3	113
S000003954	YLL031C	S. cerevisiae	GPI13	GlycosylPhosphatidylInositol anchor biosynthesis	115622.1	1017
S000003955	YLL032C	S. cerevisiae			94596.2	825
S000003956	YLL033W	S. cerevisiae	IRC19	Increased Recombination Centers	27398.5	230
S000003957	YLL034C	S. cerevisiae	RIX7	RIbosome eXport	93053.3	837
S000003958	YLL035W	S. cerevisiae	GRC3		72245.2	632
S000003959	YLL036C	S. cerevisiae	PRP19	Pre-RNA Processing	56555.5	503
S000003960	YLL037W	S. cerevisiae			14350.9	126
S000003961	YLL038C	S. cerevisiae	ENT4	Epsin N-Terminal homology	28277.5	247
S000003962	YLL039C	S. cerevisiae	UBI4	Ubiquitin	42826.4	381
S000003963	YLL040C	S. cerevisiae	VPS13	Vacuolar Protein Sorting	357776.4	3144
S000003964	YLL041C	S. cerevisiae	SDH2	Succinate DeHydrogenase	30244.8	266
S000003965	YLL042C	S. cerevisiae	ATG10	AuTophaGy related	19749.7	167
S000003966	YLL043W	S. cerevisiae	FPS1	fdp1 Suppressor	73873.3	669
S000003967	YLL044W	S. cerevisiae			16864.2	148
S000003968	YLL045C	S. cerevisiae	RPL8B	Ribosomal Protein of the Large subunit	28137.3	256
S000003969	YLL046C	S. cerevisiae	RNP1	RiboNucleoProtein	28886.2	249
S000003970	YLL047W	S. cerevisiae			14850.6	127
S000003971	YLL048C	S. cerevisiae	YBT1	Yeast Bile Transporter	189169.9	1661
S000003972	YLL049W	S. cerevisiae	LDB18	Low Dye Binding	20839	179
S000003973	YLL050C	S. cerevisiae	COF1	COFilin	15896.9	143
S000003974	YLL051C	S. cerevisiae	FRE6	Ferric REductase	82004.9	712
S000003975	YLL052C	S. cerevisiae	AQY2	AQuaporin from Yeast	17014.3	149
S000003976	YLL053C	S. cerevisiae			16459.5	152
S000003977	YLL054C	S. cerevisiae			97601	843
S000003978	YLL055W	S. cerevisiae	YCT1	Yeast Cysteine Transporter	58904.2	531
S000003979	YLL056C	S. cerevisiae			32147.1	298
S000003980	YLL057C	S. cerevisiae	JLP1	dnaJ-Like Protein	46975	412
S000003981	YLL058W	S. cerevisiae			64222.9	575
S000003982	YLL059C	S. cerevisiae			19289.9	168
S000003983	YLL060C	S. cerevisiae	GTT2	GlutaThione Transferase	26342.9	233
S000003984	YLL061W	S. cerevisiae	MMP1	S-MethylMethionine Permease	64222.3	583
S000003985	YLL062C	S. cerevisiae	MHT1	S-Methylmethionine-Homocysteine methylTransferase	36705.1	324
S000003986	YLL063C	S. cerevisiae	AYT1	AcetYlTransferase	52837.3	474
S000003987	YLL064C	S. cerevisiae	PAU18	seriPAUperin	12902.9	120
S000003988	YLL065W	S. cerevisiae			13495	116
S000003989	YLL066C	S. cerevisiae			135653.3	1205
S000003990	YLL067C	S. cerevisiae			135245.4	1205
S000003991	YLR001C	S. cerevisiae			97607.1	862
S000003992	YLR002C	S. cerevisiae	NOC3	NucleOlar Complex associated	75572.8	663
S000003993	YLR003C	S. cerevisiae	CMS1	Complementation of Mcm-10 Suppressor	33396.4	291
S000003994	YLR004C	S. cerevisiae	THI73	THIamine regulon	58539	523
S000003995	YLR005W	S. cerevisiae	SSL1	Suppressor of Stem-Loop mutation	52293.9	461
S000003996	YLR006C	S. cerevisiae	SSK1	Suppressor of Sensor Kinase	78528	712
S000003997	YLR007W	S. cerevisiae	NSE1	Non-SMC Element	38321.9	336
S000003998	YLR008C	S. cerevisiae	PAM18	Presequence translocase-Associated Motor	17916.6	168
S000003999	YLR009W	S. cerevisiae	RLP24	Ribosomal-Like Protein	23989	199
S000004000	YLR010C	S. cerevisiae	TEN1	TElomeric pathways with STn1	18604.8	160
S000004001	YLR011W	S. cerevisiae	LOT6	LOw Temperature-responsive	21276.8	191
S000004002	YLR012C	S. cerevisiae			12079.9	99
S000004003	YLR013W	S. cerevisiae	GAT3		16025	141
S000004004	YLR014C	S. cerevisiae	PPR1	Pyrimidine Pathway Regulation	102724.7	904
S000004005	YLR015W	S. cerevisiae	BRE2	BREfeldin A sensitivity	58340	505
S000004006	YLR016C	S. cerevisiae	PML1	Pre-mRNA Leakage	23644.9	204
S000004007	YLR017W	S. cerevisiae	MEU1	Multicopy Enhancer of UAS2	37858	337
S000004008	YLR018C	S. cerevisiae	POM34	POre Membrane	34246.8	299
S000004009	YLR019W	S. cerevisiae	PSR2	Plasma membrane Sodium Response	44736.1	397
S000004010	YLR020C	S. cerevisiae	YEH2	Yeast steryl Ester Hydrolase	62450.2	538
S000004011	YLR021W	S. cerevisiae	IRC25	Increased Recombination Centers	20050.8	179
S000004012	YLR022C	S. cerevisiae	SDO1		28293.7	250
S000004013	YLR023C	S. cerevisiae	IZH3	Implicated in Zinc Homeostasis	62587.4	543
S000004014	YLR024C	S. cerevisiae	UBR2		216750.9	1872
S000004015	YLR025W	S. cerevisiae	SNF7	Sucrose NonFermenting	26968.4	240
S000004016	YLR026C	S. cerevisiae	SED5	Suppressor of Erd2 Deletion	38807	340
S000004017	YLR027C	S. cerevisiae	AAT2	Aspartate AminoTransferase	46061.1	418
S000004018	YLR028C	S. cerevisiae	ADE16	ADEnine	65277	591
S000004019	YLR029C	S. cerevisiae	RPL15A	Ribosomal Protein of the Large subunit	24463.9	204
S000004020	YLR030W	S. cerevisiae			29979.8	263
S000004021	YLR031W	S. cerevisiae			21848.2	186
S000004022	YLR032W	S. cerevisiae	RAD5	RADiation sensitive	133989.7	1169
S000004023	YLR033W	S. cerevisiae	RSC58	Remodel the Structure of Chromatin	57798.1	502
S000004024	YLR034C	S. cerevisiae	SMF3		51779.7	473
S000004025	YLR035C	S. cerevisiae	MLH2	MutL Homolog	78253.2	695
S000004026	YLR036C	S. cerevisiae			23392.1	203
S000004027	YLR037C	S. cerevisiae	PAU23	seriPAUperin family	13174.1	124
S000004028	YLR038C	S. cerevisiae	COX12	Cytochrome c OXidase	9784	83
S000004029	YLR039C	S. cerevisiae	RIC1	RIbosome Control	121634.5	1056
S000004030	YLR040C	S. cerevisiae	AFB1	A-Factor Barrier	24454.5	224
S000004031	YLR041W	S. cerevisiae			12267.4	106
S000004032	YLR042C	S. cerevisiae	NFG1	Negative regulator of the Filamentous Growth MAPK pathway	16950.2	161
S000004033	YLR043C	S. cerevisiae	TRX1	ThioRedoXin	11232.1	103
S000004034	YLR044C	S. cerevisiae	PDC1	Pyruvate DeCarboxylase	61486.9	563
S000004035	YLR045C	S. cerevisiae	STU2	Suppressor of TUbulin	100927.5	888
S000004036	YLR046C	S. cerevisiae			31062.2	270
S000004037	YLR047C	S. cerevisiae	FRE8		78967.3	686
S000004038	YLR048W	S. cerevisiae	RPS0B	Ribosomal Protein of the Small subunit	27945.6	252
S000004039	YLR049C	S. cerevisiae	MLO50	Mitochondrially LOcalized protein of 50 kDa	49495.7	428
