Accession,Gene,RNA.D0025,RNA.D005,RNA.D01,RNA.D015,RNA.D02,RNA.D025,RNA.D03,RNA.D035,RNA.D04,prot.D0025,prot.D005,prot.D01,prot.D015,prot.D02,prot.D025,prot.D03,prot.D035,prot.D04,XIA.cluster
P40506,CAB2,0.622642633,0.538399683,0.489566823,0.53260317,0.640831282,0.827003426,1.065820665,1.05037083,1.119255492,237.6713806,187.6800093,195.5672997,224.7057284,266.1519763,269.6223592,270.6207447,204.6067525,180.5704045,2
P40509,SEC28,0.674798555,0.70896815,0.700475388,0.733973085,0.841981532,1.06185716,1.409202656,1.616378204,1.91234689,96.02795759,96.12660892,111.3556597,138.2888662,134.5816617,145.6597783,133.3990181,117.9008197,134.6494491,2
P40510,SER33,0.60067912,0.846102606,0.978913792,1.204391593,1.493399176,1.91924563,2.245529885,3.062190375,3.844769237,823.9410009,929.1186537,1072.967527,1278.810426,1402.424783,1450.3918,1567.778675,1419.28982,1520.909494,2
P40513,MAM33,0.979995536,0.837233331,0.958455741,1.215877052,1.663870901,2.295172671,3.607871199,4.172562994,5.09422216,158.6531903,147.161178,226.0289151,NA,NA,NA,400.3221158,333.2238201,NA,2
P40515,FIS1,1.537024891,0.831883141,0.771714799,0.823718072,0.78842353,1.122759317,1.660134814,1.720928961,1.966136801,328.4830964,323.3016637,332.9743829,401.6851637,449.7926526,430.4506115,464.5089315,401.3798791,352.9773928,2
P40517,YRB2,0.578784622,0.516359652,0.502344139,0.49188498,0.513676268,0.668804791,0.853598896,0.944379541,1.098701507,114.9907782,111.6710133,108.7940894,112.3580208,115.5677015,114.6302196,101.5543812,76.52822991,80.53866289,2
P40518,ARC15,0.882722004,1.029754358,1.086083659,1.133207637,1.248697673,1.250519041,1.436299803,1.526464858,1.670377151,886.7997702,872.7254109,880.9079821,937.9698782,981.2297908,865.7959164,768.5475183,628.4228709,588.4393534,2
P40523,YIL055C,1.043722712,0.430207847,0.394356629,0.351002132,0.251008162,0.221458954,0.268031097,0.22332799,0.229707696,86.44411622,69.70479982,68.66294688,59.9939431,NA,NA,NA,NA,NA,1
P40525,RPL34B,2.193893941,2.715037231,2.682207819,3.315648795,4.126817465,5.838092426,6.050409259,9.338728267,11.41582945,948.6705305,1251.658684,1525.485812,1941.689661,1992.662078,2102.45723,2137.31309,2203.642421,2298.572514,2
P40529,AGE2,0.414143699,0.359045378,0.363764214,0.414814675,0.461153172,0.607254617,0.796037379,0.890082945,1.080444968,NA,NA,78.67293729,97.29085878,NA,NA,102.7696422,89.9267224,91.32553789,2
P40530,PKP1,0.488819552,0.503294424,0.548375261,0.526570209,0.58735824,0.564691531,0.721310838,0.659965918,0.614304754,40.86563413,39.31744154,39.25769523,NA,NA,NA,NA,NA,NA,2
P40531,GVP36,1.241658086,1.269547992,1.139193655,1.22663129,1.354069866,1.544024559,1.897097002,2.000709963,2.299526759,2045.292057,1797.832385,1781.811519,2002.497847,1998.260605,1914.004206,1816.160008,1592.739165,1544.771771,2
P40533,TED1,0.499192524,0.631664037,0.670468681,0.754584738,0.851967873,1.035281712,1.335182901,1.609732815,1.744037303,NA,75.86372876,74.27359318,72.22851044,NA,72.4673551,81.76949824,NA,NA,2
P40535,CST6,0.693394859,0.409603365,0.433406558,0.415371514,0.413100935,0.497451301,0.645120199,0.587499259,0.652768755,NA,43.37493777,71.98287792,75.00153853,67.38116193,73.09185736,NA,NA,NA,2
P40540,EMC5,0.600024064,0.677375469,0.605116973,0.73596314,0.782661649,1.098527995,1.45680545,1.869274611,2.468827515,NA,67.42065713,84.74805582,96.76551723,92.26456469,82.63631121,NA,75.19992664,72.92836848,2
P40541,IRR1,0.237490359,0.227312627,0.199615675,0.21365862,0.261537304,0.311869963,0.365361762,0.476501909,0.529004519,NA,NA,4.705892998,4.529174269,NA,6.452067147,6.350306105,NA,6.615352189,2
P40545,HIS6,0.354243792,0.338474243,0.270239102,0.309594129,0.384460622,0.478130938,0.725099918,0.904038813,1.129261345,97.37021264,87.06653252,91.93470784,NA,102.5481828,NA,106.2634477,114.5393111,120.0696506,2
P40548,SNL1,0.358619735,0.480779562,0.542105765,0.682998883,0.914684297,1.322051974,1.51343733,1.703232075,1.986198748,NA,NA,84.96533852,NA,NA,NA,NA,NA,NA,2
P40553,DOT5,0.404799217,0.488191953,0.495816697,0.590443652,0.737089911,0.942673767,1.259321172,1.186028943,1.168130828,233.3236593,220.7644899,316.6080157,378.5369256,408.8707972,449.9571365,405.6881939,300.4255179,276.9866027,2
P40555,NAS2,0.699036353,0.57181666,0.447855079,0.446070718,0.442214714,0.507206888,0.617632818,0.632607648,0.657094434,393.2454237,283.6480487,247.2729694,245.2712759,246.0404198,224.903969,186.8234836,153.947931,150.1335124,1
P40557,EPS1,0.859019487,0.379587846,0.383403755,0.405643593,0.425761485,0.502970836,0.688106456,0.755910312,0.795405329,70.69625819,74.40771451,78.05509552,80.74039379,NA,67.48909455,49.71661939,41.40152617,44.36368029,2
P40561,SGN1,0.512884858,0.491854721,0.484883435,0.544772635,0.772686287,1.016880587,1.631162808,1.656669831,1.856855483,99.52555476,87.59874859,97.85939006,134.0833037,NA,148.0139382,163.1639352,136.29745,118.5188928,2
P40563,AIM21,0.642853384,0.433920713,0.422186982,0.435134449,0.520011281,0.652542274,0.866668349,0.907313719,0.971558852,63.36475753,50.33210725,57.99924793,73.59573763,86.31775733,83.36978201,77.7299621,64.67776231,61.02155273,2
P40564,DJP1,0.686228991,0.469954527,0.52619047,0.588199372,0.742959733,1.046038177,1.625906824,1.74779845,1.942199552,113.8568478,112.644248,154.2540493,188.6689943,225.1950306,240.2868249,243.6730765,222.4717554,204.5470003,2
P40576,INA22,0.79304944,0.476206963,0.401661294,0.436226204,0.518511095,0.553036511,0.915608871,0.971015699,1.122837943,30.8477154,NA,NA,NA,NA,NA,NA,NA,NA,2
P40579,YIR035C,0.673893615,0.619998568,0.535782291,0.52479072,0.491057619,0.561123836,0.746278355,0.832634169,1.045360778,98.38193221,97.73710434,73.13806992,67.97167951,57.05568271,84.13294632,75.94693105,NA,NA,2
P40580,IRC24,0.869900966,0.942982716,0.807184407,0.745019884,0.64821803,0.609086681,0.742216814,0.804104353,0.93647969,686.1615444,577.5344391,523.7182841,536.256349,491.8691879,417.9730093,372.6821539,334.2911483,326.7545698,1
P40581,HYR1,3.237959153,2.832157748,2.14339299,1.820573597,1.288959401,1.270080027,1.503781206,1.553371093,1.64999369,2614.036368,2220.445436,1717.234801,1716.670037,1535.721585,1291.037932,1217.677969,1013.175584,940.9312426,1
P40582,GTT1,2.730442725,2.908816047,2.860733841,2.258089104,0.938543253,0.551363811,0.529634284,0.47296813,0.439849773,619.8823839,631.0460453,682.965721,578.3451416,374.4641641,235.3246088,205.9352941,129.1951527,96.78919683,1
P40693,RLP7,0.732725304,0.680244137,0.749461141,0.939049339,1.14996731,1.577282514,1.875079104,2.264176556,2.737241986,162.3011485,191.9484115,281.8632938,382.7565762,451.7971693,486.8739968,505.6737725,494.5684055,529.2820359,2
P40825,ALA1,0.672569992,0.545490205,0.66485834,0.808530007,1.024626782,1.276013631,1.502702538,1.931981206,2.208564953,496.004468,623.4669542,804.7947717,974.2389721,1073.714433,1105.140997,1162.258902,1180.63937,1198.895429,2
P40850,MKT1,0.320931323,0.29879687,0.315546473,0.357090405,0.451454711,0.591455697,0.848800347,1.044738155,1.259266659,189.1908273,212.5688265,254.1854883,317.7252283,321.6126964,316.1892357,324.8796703,332.6817859,339.7226213,2
P40858,MRPL49,0.600607281,0.653146538,0.768729733,1.032128418,1.381731994,2.15910734,3.528032121,4.426546098,5.20596028,204.9155226,257.3004269,439.3648507,553.7583295,615.6107618,751.8937664,858.9535893,836.492777,859.6851519,2
P40893,REE1,0.921362836,1.058080031,0.871546268,1.013654465,1.492584432,2.290975472,3.401755069,2.296223313,2.205075042,512.5710564,578.9328792,585.4625246,626.19534,678.7679452,746.9355162,640.1528672,435.5648089,357.0135362,2
P40956,GTS1,0.69145787,0.524343697,0.471711929,0.453589669,0.553088284,0.67417849,0.894703177,0.908864035,1.156680209,81.46778252,84.6017979,85.10096586,106.0246351,107.5365201,121.2811513,121.2122566,109.4614478,95.58703577,2
P40957,MAD1,0.230372847,0.266628042,0.244839678,0.27751055,0.302779994,0.447091661,0.520830016,0.715645726,0.743339728,14.79462184,NA,NA,NA,NA,NA,NA,NA,NA,2
P40958,MAD2,0.512301894,0.499855428,0.525193292,0.483647184,0.520611848,0.595660352,0.759680555,0.813366119,0.946517119,72.93038317,99.29222045,NA,87.44264594,NA,91.59990673,NA,NA,64.54198672,2
P40959,MVP1,0.533997198,0.402081788,0.411008227,0.433301984,0.442955212,0.502014982,0.700262092,0.743561739,0.862510034,NA,40.52144639,48.21155822,42.73651782,55.26399269,51.97822791,NA,42.05699246,44.37687426,2
P40961,PHB1,1.860798713,1.509703145,1.412499507,1.526894249,1.602084223,2.17215627,2.631642161,3.544929694,4.425913378,987.1892603,1015.698564,1081.04085,1260.858718,1407.07068,1463.518807,1658.495709,1527.836148,1358.969945,2
P40970,LCB2,0.615802069,0.615770216,0.677550724,0.72553326,0.769343945,0.874596649,1.116555461,1.533831585,1.85448063,109.7983702,121.9535789,147.1334483,150.0928982,163.3345262,NA,NA,145.6144087,NA,2
P40989,GSC2,1.314633155,0.540491784,0.733642525,0.69065472,0.462960606,0.27988116,0.304363345,0.305667946,0.325091215,NA,19.20815688,NA,NA,NA,NA,NA,NA,NA,1
P40991,NOP2,0.309981517,0.413826994,0.486597538,0.599455178,0.870192268,1.171991826,1.470889319,1.597612581,1.787280948,349.2408527,405.8579586,522.3622673,637.943324,733.2641373,763.1199492,748.7961005,671.1971466,696.2652732,2
P41057,RPS29A,1.616995057,2.158543255,2.709946828,3.655472044,4.434547475,6.944790594,7.625048176,11.65907591,15.15425366,1767.490118,1884.669659,2796.440641,3453.889277,4009.188414,4313.563461,4489.036382,4758.021556,5098.735426,2
P41058,RPS29B,4.818453608,5.745620348,5.63352647,6.911283453,8.396113939,12.24765523,12.4267781,17.3270472,22.82976853,1377.792453,1570.735795,1818.190512,2289.284845,2486.33432,2722.943454,2802.732985,3220.119222,3506.208198,2
P41277,GPP1,1.558371092,1.421676248,1.241198868,1.290274935,1.010520052,0.939142493,0.920797401,0.925901703,1.520834693,717.2560919,726.9439742,720.8985848,675.6481494,520.7922872,397.9183831,376.5656817,462.0830116,795.4139434,1
P41338,ERG10,0.706383634,0.998528734,1.2094156,1.344842521,1.214150791,1.279990678,1.513174439,1.609978715,1.806365903,1067.664142,1233.001345,1590.698252,1714.948057,1571.20292,1306.370358,1213.665003,1100.848172,1059.81356,2
P41543,OST1,0.633450103,0.741195906,0.825839524,0.920414848,1.050647687,1.296837751,1.729693479,2.177149501,2.693709502,183.4578113,192.1495961,233.2628389,252.1747653,NA,NA,229.8606759,211.2818547,252.2506115,2
P41697,BUD6,0.23125138,0.197453611,0.21270489,0.24316775,0.294270038,0.423531387,0.513799943,0.658941264,0.701791804,22.65180335,19.13624047,NA,22.95919819,NA,24.37562272,23.72758603,NA,17.35952451,2
P41734,IAH1,0.417063955,0.44967554,0.38105363,0.425773823,0.434615238,0.53202773,0.594324875,0.656259393,0.744370728,237.2541317,214.1977796,219.7991643,251.9292219,259.9784934,244.4447673,210.0541008,169.1018174,155.0726941,2
P41805,RPL10,6.854287863,8.350697857,8.030279194,9.080726232,10.35176869,14.29372763,13.99968399,19.75414292,27.2791806,3881.59281,4406.292481,5605.479489,6866.210232,7811.279632,8354.976014,8727.980769,8992.361876,9521.190782,2
P41807,VMA13,0.659048274,0.918213269,0.879216101,0.947505156,1.029439967,1.232034955,1.474523977,1.786492812,2.152802861,356.7957192,412.2582245,469.3613748,543.7269962,555.7723073,488.2612866,490.6254052,482.8343142,520.0479026,2
P41810,SEC26,0.401698051,0.448786279,0.474330048,0.504388762,0.628951627,0.756029947,0.978569124,1.157227585,1.320900401,198.0394028,214.5223263,250.805539,290.1592565,284.1341092,264.6457642,255.2348303,230.7904377,238.3233433,2
P41811,SEC27,0.308754941,0.464215739,0.502021145,0.578718338,0.71266267,0.920546582,1.110812999,1.426281588,1.668550398,335.6162967,376.1710905,445.9383811,507.840169,551.9126714,545.7637885,530.4546072,560.306473,531.6336587,2
P41814,GCD10,0.187049798,0.209001665,0.218050889,0.272627122,0.361353914,0.515715719,0.643552291,0.749247225,0.842892932,NA,NA,NA,65.34568623,67.69205088,NA,64.69883571,61.89575216,69.35181046,2
P41816,OYE3,0.693323384,1.171445087,0.86314163,0.578711837,0.18177996,0.058326473,0.107789585,0.254607733,0.423695448,322.7310897,356.6910077,208.6258629,NA,71.70930381,NA,NA,NA,NA,1
P41818,GLC8,2.30180952,1.365160481,1.280204385,1.183990074,1.110184927,1.119677641,1.558091074,1.661639386,1.918809008,214.338644,237.2667179,219.4000532,237.563581,221.6148295,200.0398344,197.4236033,172.9855474,169.3662651,1
P41819,DIM1,0.44426039,0.48820165,0.522566599,0.595357467,0.732153363,0.985515813,1.193735973,1.340309904,1.666221016,42.41062104,51.54320486,74.93280881,107.6245921,112.1302172,121.9657522,115.7091905,113.5326622,112.5202352,2
P41895,TFG1,0.808520306,0.494129515,0.499602111,0.512659581,0.591705074,0.717380805,0.841600952,1.104816763,1.2690051,59.69924129,68.26308189,87.42913542,106.6291588,107.1811743,108.6674473,102.2599247,96.08865532,107.5270922,2
P41896,TFG2,1.30367164,0.659666117,0.609022238,0.598392969,0.646706139,0.703707333,0.966212429,0.964083248,1.141995609,99.56958611,121.9498247,NA,164.1996541,169.4792779,180.6905047,NA,159.6585279,154.9193663,2
P41903,TES1,0.943551022,1.24685676,1.081666373,1.105870583,1.399100212,1.578748257,2.454327858,1.114008987,0.973026139,365.3806129,422.958828,453.7966085,501.8280685,540.2499916,561.0487151,454.2129933,227.9880781,161.335794,2
P41911,GPD2,0.70238139,0.935882208,0.829975973,0.842569389,0.824790073,0.908830301,1.075986048,0.945550502,1.071233918,577.7734063,538.0250383,504.8773622,527.1410361,529.8527604,504.8825881,459.3395918,330.7845222,325.3116468,2
P41920,YRB1,1.624749445,1.534942318,1.471928537,1.754691607,2.080853945,3.043091576,3.352277945,4.092335926,5.119836833,846.2789052,822.5208057,862.5757951,998.1885666,1139.73573,1179.826501,1138.576614,1100.061163,1145.066938,2
P41921,GLR1,0.628660281,0.641220991,0.548853108,0.590783095,0.696007319,0.809273585,1.036309713,1.231968729,1.466649157,817.4582171,713.5240192,636.4467987,683.9270566,723.2719264,670.5721728,651.0818185,659.7758755,681.5140888,2
P41939,IDP2,1.462079576,1.971949251,1.839947618,1.911493806,2.552810365,2.99061068,4.396190909,2.472203976,1.368561003,2561.566823,2549.218421,2388.67265,2532.609998,2844.178621,2546.164067,2512.648708,1113.42046,539.0694919,2
P41940,PSA1,1.635326973,1.833426852,1.933567098,2.169864014,2.525697926,3.350574987,3.718479061,5.763847913,7.66854896,1630.19135,1627.201024,1781.222125,2157.347347,2300.735182,2446.286476,2589.164675,3021.22169,3144.086877,2
P42073,REF2,0.349035019,0.326928034,0.282619308,0.320863932,0.370037057,0.483293876,0.644778571,0.680098791,0.744839058,23.17262659,31.96357661,NA,NA,NA,NA,32.71075302,NA,NA,2
P42826,XKS1,0.247836745,0.323962985,0.313874918,0.345456237,0.392014841,0.486912587,0.693549448,0.8261423,0.737679159,60.07952438,71.34901888,71.72629633,76.25870489,74.92433232,63.69046429,67.46446027,67.6074461,55.8932945,2
P42838,LEM3,0.835220717,0.499360905,0.460266195,0.464710699,0.511344451,0.548559485,0.718821712,0.891896824,1.07670082,71.53478478,78.9543241,NA,92.4553958,99.28349659,NA,109.6080764,NA,NA,2
P42842,EMW1,0.190611228,0.229200955,0.243972706,0.305583393,0.386169514,0.547085871,0.665416825,0.875041691,0.953738807,40.53279739,48.73096695,66.06704711,75.25482222,80.13250499,79.71315881,77.78279561,64.93423971,72.13069973,2
P42844,ZIM17,0.543848697,0.422493108,0.415131959,0.428592111,0.49172692,0.664926596,0.944292626,1.052363254,1.296087989,75.64161982,86.33471476,115.21881,147.4904199,171.7341492,150.3739485,149.1715991,NA,146.1802637,2
P42846,KRI1,0.63825953,0.374010926,0.431558144,0.557427577,0.744767572,1.050047623,1.512895561,1.71633943,2.027534714,101.6811471,119.6800633,146.1399126,182.6781756,200.0906084,213.5984626,227.5222175,200.9531888,201.4594838,2
P42847,MRPS18,1.095795367,0.829128803,0.933530471,1.20098559,1.617792796,2.403228969,4.173601145,4.724827733,5.143249656,76.01483259,104.9402046,179.1926516,236.4463338,266.2091619,278.7680975,305.353664,348.3994952,335.6110972,2
P42935,ELP2,0.213237247,0.272654548,0.256069429,0.327691004,0.462473528,0.667844476,0.888270794,1.134322573,1.355766583,50.09187704,52.76270705,62.084969,69.15600625,81.48931772,84.19322584,88.96071904,107.4604523,105.6461472,2
P42937,YCH1,0.253222413,0.458631249,0.595430666,0.708563724,0.757672049,0.786578542,1.046995491,1.089740478,1.189105422,NA,NA,102.9538861,NA,NA,NA,NA,NA,NA,2
P42938,TDA10,0.400554097,0.364888405,0.324223632,0.376920833,0.535976032,0.769104919,0.928104421,0.938418554,0.927979476,606.1236194,611.1145907,536.4386504,646.0393065,615.4564522,593.6186706,442.6980636,344.1720697,282.7069216,2
P42940,CIR1,0.473665804,0.639041333,0.728797508,0.971785795,1.306562737,1.898127643,2.580939288,3.259349192,3.391990397,466.1423522,499.8169569,636.7593777,801.6820375,912.116886,983.9596525,980.2655571,930.0088069,885.0524786,2
P42941,SER2,0.200611241,0.285361861,0.36183077,0.459366735,0.57956293,0.839836728,1.120093433,1.358155808,1.748258168,112.4862347,118.7935421,156.8212682,182.4669833,203.5272312,195.1540177,203.3702797,181.7918389,208.7738883,2
P42942,YGR210C,0.500777353,0.530528397,0.437803063,0.474355685,0.687019838,0.883797773,1.233949721,1.545954864,1.905212849,70.54483957,66.56771031,NA,81.34303499,95.93104372,108.4451821,113.6977355,102.621604,104.3352289,2
P42943,CCT7,0.646806856,0.774614176,0.826853808,0.904255501,1.011905445,1.325178654,1.767628217,2.044352439,2.326155142,370.0497348,411.2535246,455.6416572,561.3888249,613.6464889,596.5403382,586.3152158,528.2309921,539.1318781,2
P42945,UTP10,0.137555295,0.160634364,0.181591072,0.254842257,0.378048442,0.49698046,0.622268087,0.845598151,1.051242078,14.55899298,18.2263195,21.87484884,NA,NA,22.7318971,29.96784074,28.53392804,32.42453011,2
P42949,PAM16,0.790959253,0.595346477,0.639897225,0.892005714,1.167654379,1.826304369,3.263883337,3.859448438,4.493469713,129.9595109,169.2723172,300.73981,388.750138,487.5486461,524.9496002,624.0860953,605.7719176,622.8213742,2
P43123,QRI1,0.390616158,0.479311181,0.41208118,0.463683054,0.552347787,0.69767762,0.80648,0.843988231,0.989917382,275.9648261,254.3302822,265.4136527,300.6838222,311.8129729,290.3923625,267.7182127,227.6586592,225.4399685,2
P43535,GCN20,0.234650084,0.249955185,0.275664109,0.329357212,0.480584241,0.615888298,0.757082657,1.012376354,1.246723536,180.5896746,187.5165489,248.0956599,291.7993583,317.0356713,314.4771589,338.3201558,367.2601315,365.3447417,2
P43555,EMP47,0.647548322,0.553760735,0.585168008,0.619805726,0.693606617,0.803625031,0.955427061,1.09046972,1.267074196,66.88288991,67.54567313,74.07226357,72.87678197,74.13921598,75.25840463,67.14729974,50.66501496,48.71363533,2
P43556,RGD2,0.274884726,0.268974502,0.271302879,0.306534399,0.418825223,0.581488111,0.775404199,0.903852022,1.019465215,40.16948938,38.40176997,NA,NA,56.5986935,NA,59.3167443,48.0736962,NA,2
P43558,OTU1,1.093251931,0.81191173,0.806913486,0.727970056,0.640521773,0.737586098,0.966837388,1.039625778,1.110831765,126.3461064,126.5195082,NA,NA,86.38903662,NA,66.41778878,NA,74.94342689,1
P43561,FET5,1.030063187,0.559517059,0.517220325,0.567817165,0.624771974,0.753164246,0.962791003,1.12241049,1.211673427,NA,NA,NA,NA,NA,NA,177.5389552,NA,NA,2
P43567,AGX1,1.01642989,1.649766567,1.647043415,1.835301314,2.362090203,2.972266924,4.203967482,3.426264087,2.571150399,512.0804373,806.9570168,1131.99947,1540.198766,2050.155432,2146.421328,2179.476428,1403.650929,902.0650706,2
P43569,CAF16,0.277235844,0.395348137,0.547258513,0.622212672,0.646668297,0.736275536,0.83452788,1.031690031,1.334276744,110.7897747,111.0562483,148.9712056,173.2129248,172.1597648,156.2432563,124.3801758,121.1486737,131.5343487,2
